sql,estimate,actual,q-error
"SELECT * FROM movie_companies mc WHERE mc.company_id<137364;
",2473012,2471348,1.000673317
"SELECT * FROM movie_keyword mk WHERE mk.keyword_id=102998;
",249,1,249
"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND ci.person_id<1400402 AND ci.role_id=2;
",2948011,4790,615.4511482
"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.production_year=2009 AND mi_idx.info_type_id>99 AND mk.keyword_id=5767;
",4,48,12
"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.production_year<2012 AND mi.info_type_id=15 AND mk.keyword_id<1657;
",282067,6594815,23.3803139
"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id=7 AND t.production_year>2008 AND ci.person_id<929257 AND ci.role_id>2;
",650783,441804,1.47301292
"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND mk.keyword_id=2021;
",1469,126393,86.04016338
"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.production_year=2004 AND mc.company_id<229543 AND mc.company_type_id<2;
",43431,38508,1.127843565
"SELECT * FROM movie_companies mc WHERE mc.company_id=14918;
",104,172,1.653846154
"SELECT * FROM cast_info ci WHERE ci.person_id<1417394 AND ci.role_id=1;
",4858850,10390579,2.138485238
"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND t.production_year<2005 AND mc.company_id=29121 AND mc.company_type_id=2;
",20,107,5.35
"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.production_year<1997 AND ci.person_id=984234;
",177,180,1.016949153
"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.kind_id>1 AND t.production_year>2010 AND mc.company_id>13129;
",770795,399972,1.927122399
"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id<7 AND mk.keyword_id<959;
",394231,879841,2.231790498
"SELECT * FROM movie_companies mc WHERE mc.company_id=657 AND mc.company_type_id>1;
",53,29,1.827586207
"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id>1 AND t.production_year<2003 AND ci.role_id=3;
",1380688,1006019,1.37242736
"SELECT * FROM movie_keyword mk WHERE mk.keyword_id<30488;
",3928301,3918638,1.002465908
"SELECT * FROM movie_companies mc WHERE mc.company_id<12065 AND mc.company_type_id=1;
",677222,941554,1.390318094
"SELECT * FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=1 AND t.production_year<2002 AND mi.info_type_id>3 AND mi_idx.info_type_id=101;
",243604,2267649,9.308751088
"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.kind_id>1 AND t.production_year>2002 AND mi.info_type_id=8 AND mk.keyword_id<5234;
",469707,362662,1.295164644
"SELECT * FROM movie_keyword mk WHERE mk.keyword_id=8180;
",249,319,1.281124498
"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND mc.company_id=14008;
",186,480,2.580645161
"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=7 AND t.production_year=2013 AND ci.person_id>1423144 AND ci.role_id=2;
",39019,52527,1.346190318
"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.production_year=2005 AND mi.info_type_id=16;
",121077,502550,4.150664453
"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id<7 AND mk.keyword_id=11252;
",98,69,1.420289855
"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id>317;
",4163311,4166207,1.0006956
"SELECT * FROM movie_keyword mk WHERE mk.keyword_id=29065;
",249,63,3.952380952
"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.production_year>1915 AND ci.person_id<502217 AND ci.role_id<3;
",15745433,47602591,3.023263381
"SELECT * FROM movie_keyword mk WHERE mk.keyword_id>12309;
",1359489,1362566,1.00226335
"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND mk.keyword_id=15755;
",3568,2309,1.545257687
"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND t.production_year>1980 AND ci.role_id<10 AND mk.keyword_id>236;
",15866322,96114712,6.057781507
"SELECT * FROM movie_companies mc WHERE mc.company_id>2415 AND mc.company_type_id>1;
",900247,1084665,1.204852668
"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year>2010 AND mk.keyword_id=4777;
",39,17,2.294117647
"SELECT * FROM movie_keyword mk WHERE mk.keyword_id=85193;
",249,14,17.78571429
"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.production_year>1903 AND mi.info_type_id<8;
",7070940,7159945,1.012587435
"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id=15105;
",249,61,4.081967213
"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.production_year>1958 AND mk.keyword_id<213;
",1342564,8104449,6.036545744
"SELECT * FROM cast_info ci WHERE ci.person_id>2732626;
",9945366,9778260,1.017089544
"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id>4 AND t.production_year=2010;
",48096,57348,1.192365269
"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.kind_id>1 AND t.production_year=2013 AND mk.keyword_id=309;
",5,9,1.8
"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.kind_id=1 AND t.production_year<1958 AND mc.company_type_id=1 AND mk.keyword_id<2197;
",17609,1109914,63.03106366
"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id>1 AND t.production_year>1919 AND mc.company_id<5259 AND mc.company_type_id=1;
",186595,766296,4.106733835
"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year>2000 AND mk.keyword_id>10018;
",849678,705399,1.204535306
"SELECT * FROM movie_keyword mk WHERE mk.keyword_id>41271;
",416071,423209,1.017155726
"SELECT * FROM cast_info ci WHERE ci.person_id>668154;
",29387995,29332677,1.001885883
"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.production_year=2008 AND ci.role_id=4 AND mi.info_type_id<15;
",479449,499827,1.042502957
"SELECT * FROM cast_info ci WHERE ci.person_id=2924878;
",489,36,13.58333333
"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id=3 AND ci.person_id<1293203 AND ci.role_id=6;
",19231,58388,3.036139566
"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.production_year<2004 AND mc.company_id<74218;
",15225883,36472625,2.395435785
"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id>1 AND ci.person_id>955712 AND ci.role_id<4;
",12945474,12084978,1.07120377
"SELECT * FROM movie_companies mc WHERE mc.company_id>1131;
",1935107,1930075,1.002607153
"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND ci.person_id<2664312 AND mk.keyword_id<33730;
",40420333,132311278,3.273384165
"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND mc.company_id>11435 AND mc.company_type_id>1;
",1170466,6147820,5.252455005
"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year<1995 AND ci.person_id<560076 AND ci.role_id=1 AND mi_idx.info_type_id<100;
",45034,526409,11.68914598
"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.production_year<1989 AND mi_idx.info_type_id=100;
",126466,459978,3.637167302
"SELECT * FROM movie_keyword mk WHERE mk.keyword_id=40855;
",249,9,27.66666667
"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.kind_id<4 AND t.production_year=2005;
",204260,2216272,10.85024968
"SELECT * FROM movie_companies mc WHERE mc.company_id=23042 AND mc.company_type_id>1;
",53,219,4.132075472
"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id>1 AND t.production_year=1984 AND ci.person_id>1315454 AND ci.role_id<11;
",208456,160714,1.297061861
"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year>1987 AND mk.keyword_id<24496;
",2696466,2423093,1.112819855
"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.kind_id>3 AND t.production_year>1974 AND mi.info_type_id<16;
",9111748,8546221,1.066172756
"SELECT * FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year>1996 AND mi.info_type_id=4;
",168037,573936,3.415533484
"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.production_year=1999 AND mk.keyword_id>2163;
",877666,3671786,4.183580086
"SELECT * FROM movie_companies mc WHERE mc.company_id<1350;
",710897,708754,1.003023616
"SELECT * FROM movie_companies mc WHERE mc.company_id<11339 AND mc.company_type_id>1;
",673843,426884,1.578515475
"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id=2 AND t.production_year<2007 AND ci.person_id<247753 AND ci.role_id>1;
",66345,56835,1.167326471
"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id=19 AND mc.company_type_id<2;
",23248,42064,1.809359945
"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.production_year=1995 AND mc.company_id>83825 AND mc.company_type_id>1;
",2902,4142,1.427291523
"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND mk.keyword_id<2488;
",9494379,77925803,8.207572396
"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year=2001 AND ci.person_id<470347 AND ci.role_id>1 AND mi_idx.info_type_id=101;
",5316,8244,1.550790068
"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND mi.info_type_id=3 AND mk.keyword_id=24241;
",152,141,1.078014184
"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.person_id<2791608 AND ci.role_id<4;
",17823052,22374461,1.255366421
"SELECT * FROM movie_keyword mk WHERE mk.keyword_id<1071;
",1066591,1068085,1.001400724
"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.production_year<2010 AND mi_idx.info_type_id=99;
",358494,1170959,3.266328028
"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.kind_id>1 AND ci.person_id<2346137;
",17200288,19221295,1.11749844
"SELECT * FROM movie_keyword mk WHERE mk.keyword_id=23663;
",249,199,1.251256281
"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND ci.person_id>540966 AND mi.info_type_id>18;
",14719820,64170926,4.359491217
"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id=1 AND t.production_year>1915;
",9101246,10152905,1.115551101
"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND mk.keyword_id<3384;
",798007,13625959,17.07498681
"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.production_year<1994 AND mc.company_id>11141;
",760198,6137571,8.073647918
"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND ci.person_id>1571586 AND ci.role_id>4;
",32144322,124272958,3.866093614
"SELECT * FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=7 AND t.production_year<2007 AND mi.info_type_id<107;
",2998417,2596371,1.154849211
"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.production_year<2009 AND mc.company_id<33083 AND mi.info_type_id<3;
",1133564,2604582,2.29769294
"SELECT * FROM movie_companies mc WHERE mc.company_id>448 AND mc.company_type_id=2;
",1084645,1198535,1.105002097
"SELECT * FROM cast_info ci WHERE ci.person_id=1159923;
",489,101,4.841584158
"SELECT * FROM movie_companies mc WHERE mc.company_id<115154;
",2416753,2414405,1.000972496
"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.kind_id<7 AND mc.company_id=1794;
",242,8,30.25
"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND t.production_year>1999 AND mk.keyword_id>4609;
",424339,368451,1.15168367
"SELECT * FROM movie_companies mc WHERE mc.company_id>82215 AND mc.company_type_id=2;
",201054,400062,1.989823629
"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.person_id>1652779 AND ci.role_id=3;
",2164752,2725549,1.259058312
"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.production_year<2008 AND mi_idx.info_type_id>101;
",437,34165,78.18077803
"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND mc.company_id=3982 AND mc.company_type_id>1 AND ci.person_id<402408;
",87,25,3.48
"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.kind_id<4 AND t.production_year>2008 AND mk.keyword_id>48982;
",171775,2771974,16.13723767
"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.production_year=2009 AND mc.company_id>302;
",630135,2851872,4.525811136
"SELECT * FROM cast_info ci WHERE ci.person_id<773052;
",7834102,7924627,1.011555249
"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND ci.person_id>961930 AND ci.role_id<9;
",23066846,39863872,1.728189107
"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND t.production_year<1980;
",5126734,40040288,7.810096642
"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.kind_id=1 AND ci.role_id=1;
",3430694,17501949,5.101576824
"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id<7 AND t.production_year<1953 AND mc.company_id<19 AND mc.company_type_id<2;
",1115,406,2.746305419
"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.production_year<1904 AND mc.company_id>97694 AND mk.keyword_id<2109;
",784,57,13.75438596
"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.production_year>1974 AND ci.person_id<394554 AND mi.info_type_id<3;
",2844987,3372159,1.185298562
"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.production_year<2008 AND mi_idx.info_type_id>101 AND mk.keyword_id>11764;
",137,11841,86.43065693
"SELECT * FROM movie_companies mc WHERE mc.company_id>71609;
",550093,561269,1.020316565
"SELECT * FROM movie_companies mc WHERE mc.company_id=24248;
",104,7,14.85714286
"SELECT * FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<3 AND t.production_year>2003 AND mi_idx.info_type_id=99;
",382024,1677740,4.39171361
"SELECT * FROM movie_companies mc WHERE mc.company_id=2466;
",104,423,4.067307692
"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND ci.role_id=3 AND mk.keyword_id<58638;
",6695121,14880356,2.22256715
"SELECT * FROM movie_keyword mk WHERE mk.keyword_id=7565;
",249,145,1.717241379
"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id=1 AND mk.keyword_id=918;
",66,207,3.136363636
"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year<2011 AND mc.company_id>15192 AND mc.company_type_id=1;
",89230,328236,3.678538608
"SELECT * FROM movie_keyword mk WHERE mk.keyword_id>82;
",4432972,4430555,1.00054553
"SELECT * FROM movie_keyword mk WHERE mk.keyword_id=8113;
",249,47,5.29787234
"SELECT * FROM movie_keyword mk WHERE mk.keyword_id>43763;
",385162,394174,1.023397947
"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.production_year>1957 AND mi.info_type_id=16;
",2672557,2761205,1.033169732
"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id=7 AND t.production_year>1948 AND mk.keyword_id>1584;
",1799553,484971,3.71064043
"SELECT * FROM movie_companies mc WHERE mc.company_id<105790 AND mc.company_type_id>1;
",1224294,1106364,1.106592405
"SELECT * FROM movie_keyword mk WHERE mk.keyword_id=50942;
",249,114,2.184210526
"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id>2 AND t.production_year>2008 AND ci.person_id>1015120;
",2584884,3750033,1.45075485
"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id>2 AND t.production_year=1996 AND mc.company_id<72363 AND mc.company_type_id<2;
",5346,13059,2.442760943
"SELECT * FROM movie_companies mc WHERE mc.company_id=252 AND mc.company_type_id=2;
",1206,3,402
"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id>1 AND t.production_year>2008 AND mi.info_type_id=2;
",260306,119727,2.174162887
"SELECT * FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=1 AND t.production_year=2013 AND mi.info_type_id=7;
",5010,6909,1.379041916
"SELECT * FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.kind_id=7 AND t.production_year<2005 AND mi_idx.info_type_id>99;
",299886,167814,1.787014194
"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND ci.person_id>3305375 AND ci.role_id=8;
",1202465,1063450,1.130720767
"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.person_id<2104596;
",20644484,20886545,1.011725214
"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<7 AND ci.person_id=3268003 AND mi_idx.info_type_id<101;
",70,22,3.181818182
"SELECT * FROM cast_info ci WHERE ci.person_id<3311611;
",32036858,32180646,1.004488205
"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id=3 AND t.production_year>1981 AND mc.company_id=13630 AND mc.company_type_id=2;
",2,1,2
"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year=2001 AND mk.keyword_id<15267;
",78587,84988,1.081451131
"SELECT * FROM movie_keyword mk WHERE mk.keyword_id<27554;
",3851723,3843492,1.002141542
"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND ci.role_id=4 AND mk.keyword_id>2488;
",3133091,5688802,1.815715535
"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.production_year>1991 AND mk.keyword_id=807;
",1963,6127,3.121242995
"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id>1 AND t.production_year<1997 AND ci.role_id=1;
",3208142,2841491,1.129034722
"SELECT * FROM movie_companies mc WHERE mc.company_id=16708;
",104,788,7.576923077
"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND mi_idx.info_type_id=100 AND mk.keyword_id<5443;
",439446,1811909,4.123166441
"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.production_year>2003 AND ci.role_id>2;
",13710950,49984281,3.645573866
"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.production_year<2009;
",26645084,60339702,2.264571656
"SELECT * FROM movie_companies mc WHERE mc.company_id<72622 AND mc.company_type_id<2;
",1016533,1274246,1.253521529
"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id<3 AND t.production_year<2008 AND ci.person_id<606672 AND ci.role_id=1 AND mk.keyword_id<186;
",38900,825421,21.21904884
"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.production_year=2009 AND ci.role_id=3;
",1144194,2602411,2.274449088
"SELECT * FROM title t WHERE t.kind_id>1 AND t.production_year>1995;
",1179391,1297979,1.100550199
"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id>11541;
",1442416,1447244,1.003347162
"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND mi.info_type_id>3 AND mk.keyword_id<32880;
",17585491,188735246,10.73244108
"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.production_year=2005 AND ci.role_id=2 AND mk.keyword_id=20032;
",28,59,2.107142857
"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.production_year<1969;
",2033430,3379866,1.66215016
"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year=1994 AND mk.keyword_id<4888;
",24795,33962,1.369711635
"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.production_year<1979 AND mi_idx.info_type_id>100;
",92136,341501,3.706488235
"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND mc.company_type_id=1 AND ci.person_id>1688096 AND ci.role_id>10;
",72541,277438,3.824568175
"SELECT * FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.kind_id>1 AND t.production_year>2005 AND mi_idx.info_type_id=99;
",132969,85543,1.554411232
"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id=11856 AND mc.company_type_id=1;
",50,591,11.82
"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND mk.keyword_id>12938;
",439026,353562,1.24172281
"SELECT * FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.kind_id=7 AND t.production_year<1993 AND mi_idx.info_type_id>99;
",168415,85012,1.98107326
"SELECT * FROM movie_companies mc WHERE mc.company_id<5691 AND mc.company_type_id=2;
",529557,315001,1.681127996
"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND ci.person_id>2059297 AND ci.role_id<10 AND mi_idx.info_type_id>101;
",2021,3593,1.777832756
"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND t.production_year=2009 AND mi_idx.info_type_id>100 AND mk.keyword_id>2551;
",10024,76882,7.669792498
"SELECT * FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.kind_id=1 AND t.production_year=2013;
",9560,4461,2.143017261
"SELECT * FROM movie_companies mc WHERE mc.company_id<23037 AND mc.company_type_id=2;
",892017,565439,1.577565396
"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.kind_id=7 AND t.production_year<1966;
",15581002,6172904,2.524095952
"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.production_year<2006 AND mi.info_type_id=7;
",760763,1207478,1.587193383
"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.person_id>1499054 AND ci.role_id<3;
",11715866,9168317,1.277864411
"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year<1985 AND mk.keyword_id=3987;
",58,225,3.879310345
"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.kind_id=3 AND t.production_year>1960;
",162539,1027110,6.319160325
"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id<7 AND t.production_year<1999 AND mc.company_type_id<2;
",192664,525070,2.725314537
"SELECT * FROM movie_companies mc WHERE mc.company_id>96797;
",271081,273949,1.010579864
"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.production_year<2012 AND mi.info_type_id=8;
",17299145,21368329,1.235224573
"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND mk.keyword_id>2346;
",17451683,159473292,9.13798927
"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND t.production_year<2009 AND mc.company_type_id=1 AND mk.keyword_id<1759;
",293733,142054,2.067755924
"SELECT * FROM cast_info ci WHERE ci.person_id<3692156 AND ci.role_id=3;
",3763268,4008037,1.065041607
"SELECT * FROM movie_keyword mk WHERE mk.keyword_id=34309;
",249,12,20.75
"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND mc.company_id=2561;
",17904,208334,11.63617069
"SELECT * FROM cast_info ci WHERE ci.person_id>2541955 AND ci.role_id=4;
",890274,1324212,1.487420727
